transaction_date,bank_id,bank_name,total_volume,transaction_count,avg_transaction_value,unique_customers,avg_value_per_customer,data_quality_score,day_of_week,day_name,month,month_name,quarter,year,week_number,is_weekend,transfer_volume,deposit_volume,withdrawal_volume,payment_volume,volatility_score,market_segment
2025-06-09,BNK007,Innovation Bank,46641.68,551,84.65,368,126.74,94.0,1,Monday,6,June,Q2,2025,24,False,16324.59,11660.42,9328.34,9328.34,22.0,Large
2025-06-10,BNK001,Premier Bank,78815.29,692,113.89,570,138.27,76.0,2,Tuesday,6,June,Q2,2025,24,False,27585.35,19703.82,15763.06,15763.06,15.0,Large
2025-06-10,BNK002,Community First Bank,74750.73,876,85.33,621,120.37,93.8,2,Tuesday,6,June,Q2,2025,24,False,26162.75,18687.68,14950.15,14950.15,20.0,Medium
2025-06-10,BNK003,Metro Financial,81501.81,869,93.79,558,146.06,97.0,2,Tuesday,6,June,Q2,2025,24,False,28525.63,20375.45,16300.36,16300.36,12.0,Large
2025-06-10,BNK004,Regional Trust Bank,59309.13,656,90.41,553,107.25,97.1,2,Tuesday,6,June,Q2,2025,24,False,20758.2,14827.28,11861.83,11861.83,25.0,Medium
2025-06-10,BNK005,Digital Banking Corp,124179.57,1158,107.24,928,133.81,94.1,2,Tuesday,6,June,Q2,2025,24,False,31044.89,31044.89,24835.91,37253.87,18.0,Large
2025-06-10,BNK006,Heritage Bank,38298.66,381,100.52,282,135.81,99.1,2,Tuesday,6,June,Q2,2025,24,False,13404.53,13404.53,7659.73,3829.87,10.0,Small
2025-06-10,BNK007,Innovation Bank,68249.59,526,129.75,325,210.0,93.2,2,Tuesday,6,June,Q2,2025,24,False,23887.35,17062.4,13649.92,13649.92,22.0,Large
2025-06-11,BNK001,Premier Bank,75297.42,512,147.07,388,194.07,83.5,3,Wednesday,6,June,Q2,2025,24,False,26354.1,18824.35,15059.48,15059.48,15.0,Large
2025-06-11,BNK002,Community First Bank,65396.41,512,127.73,318,205.65,94.2,3,Wednesday,6,June,Q2,2025,24,False,22888.74,16349.1,13079.28,13079.28,20.0,Medium
2025-06-11,BNK003,Metro Financial,79246.59,670,118.28,488,162.39,92.4,3,Wednesday,6,June,Q2,2025,24,False,27736.31,19811.65,15849.32,15849.32,12.0,Large
2025-06-11,BNK004,Regional Trust Bank,72533.45,791,91.7,580,125.06,93.7,3,Wednesday,6,June,Q2,2025,24,False,25386.71,18133.36,14506.69,14506.69,25.0,Medium
2025-06-11,BNK005,Digital Banking Corp,91350.86,620,147.34,408,223.9,99.6,3,Wednesday,6,June,Q2,2025,24,False,22837.72,22837.72,18270.17,27405.26,18.0,Large
2025-06-11,BNK006,Heritage Bank,38118.79,254,150.07,206,185.04,99.8,3,Wednesday,6,June,Q2,2025,24,False,13341.58,13341.58,7623.76,3811.88,10.0,Small
2025-06-11,BNK007,Innovation Bank,46685.71,422,110.63,328,142.33,92.6,3,Wednesday,6,June,Q2,2025,24,False,16340.0,11671.43,9337.14,9337.14,22.0,Large
2025-06-12,BNK001,Premier Bank,96239.33,778,123.7,695,138.47,93.5,4,Thursday,6,June,Q2,2025,24,False,33683.77,24059.83,19247.87,19247.87,15.0,Large
2025-06-12,BNK002,Community First Bank,73249.48,550,133.18,356,205.76,87.2,4,Thursday,6,June,Q2,2025,24,False,25637.32,18312.37,14649.9,14649.9,20.0,Medium
2025-06-12,BNK003,Metro Financial,81186.12,834,97.35,660,123.01,97.3,4,Thursday,6,June,Q2,2025,24,False,28415.14,20296.53,16237.22,16237.22,12.0,Large
2025-06-12,BNK004,Regional Trust Bank,57134.11,426,134.12,319,179.1,92.1,4,Thursday,6,June,Q2,2025,24,False,19996.94,14283.53,11426.82,11426.82,25.0,Medium
2025-06-12,BNK005,Digital Banking Corp,77560.18,961,80.71,679,114.23,99.4,4,Thursday,6,June,Q2,2025,24,False,19390.04,19390.04,15512.04,23268.05,18.0,Large
2025-06-12,BNK006,Heritage Bank,38263.05,400,95.66,278,137.64,98.8,4,Thursday,6,June,Q2,2025,24,False,13392.07,13392.07,7652.61,3826.31,10.0,Small
2025-06-12,BNK007,Innovation Bank,51892.78,396,131.04,248,209.25,95.4,4,Thursday,6,June,Q2,2025,24,False,18162.47,12973.19,10378.56,10378.56,22.0,Large
2025-06-13,BNK001,Premier Bank,107680.06,852,126.39,541,199.04,94.3,5,Friday,6,June,Q2,2025,24,False,37688.02,26920.02,21536.01,21536.01,15.0,Large
2025-06-13,BNK002,Community First Bank,73117.41,677,108.0,592,123.51,99.9,5,Friday,6,June,Q2,2025,24,False,25591.09,18279.35,14623.48,14623.48,20.0,Medium
2025-06-13,BNK003,Metro Financial,81522.25,613,132.99,536,152.09,99.6,5,Friday,6,June,Q2,2025,24,False,28532.79,20380.56,16304.45,16304.45,12.0,Large
2025-06-13,BNK004,Regional Trust Bank,38827.18,322,120.58,227,171.04,98.3,5,Friday,6,June,Q2,2025,24,False,13589.51,9706.8,7765.44,7765.44,25.0,Medium
2025-06-13,BNK005,Digital Banking Corp,127492.11,1213,105.1,966,131.98,93.9,5,Friday,6,June,Q2,2025,24,False,31873.03,31873.03,25498.42,38247.63,18.0,Large
2025-06-13,BNK006,Heritage Bank,36376.06,389,93.51,340,106.99,92.8,5,Friday,6,June,Q2,2025,24,False,12731.62,12731.62,7275.21,3637.61,10.0,Small
2025-06-13,BNK007,Innovation Bank,57388.64,693,82.81,423,135.67,93.4,5,Friday,6,June,Q2,2025,24,False,20086.02,14347.16,11477.73,11477.73,22.0,Large
2025-06-14,BNK001,Premier Bank,54263.86,385,140.95,263,206.33,99.6,6,Saturday,6,June,Q2,2025,24,True,18992.35,13565.97,10852.77,10852.77,15.0,Large
2025-06-14,BNK002,Community First Bank,28023.99,232,120.79,175,160.14,98.1,6,Saturday,6,June,Q2,2025,24,True,9808.4,7006.0,5604.8,5604.8,20.0,Medium
2025-06-14,BNK003,Metro Financial,60167.11,603,99.78,425,141.57,99.2,6,Saturday,6,June,Q2,2025,24,True,21058.49,15041.78,12033.42,12033.42,12.0,Large
2025-06-14,BNK004,Regional Trust Bank,43829.51,386,113.55,289,151.66,93.6,6,Saturday,6,June,Q2,2025,24,True,15340.33,10957.38,8765.9,8765.9,25.0,Medium
2025-06-14,BNK005,Digital Banking Corp,55065.36,453,121.56,297,185.41,94.7,6,Saturday,6,June,Q2,2025,24,True,13766.34,13766.34,11013.07,16519.61,18.0,Large
2025-06-14,BNK006,Heritage Bank,20808.94,244,85.28,151,137.81,99.5,6,Saturday,6,June,Q2,2025,24,True,7283.13,7283.13,4161.79,2080.89,10.0,Small
2025-06-14,BNK007,Innovation Bank,47418.64,410,115.66,296,160.2,98.5,6,Saturday,6,June,Q2,2025,24,True,16596.52,11854.66,9483.73,9483.73,22.0,Large
2025-06-15,BNK001,Premier Bank,25061.8,194,129.18,161,155.66,97.2,7,Sunday,6,June,Q2,2025,24,True,8771.63,6265.45,5012.36,5012.36,15.0,Large
2025-06-15,BNK002,Community First Bank,24128.8,266,90.71,229,105.37,96.3,7,Sunday,6,June,Q2,2025,24,True,8445.08,6032.2,4825.76,4825.76,20.0,Medium
2025-06-15,BNK003,Metro Financial,22629.5,273,82.89,174,130.05,98.1,7,Sunday,6,June,Q2,2025,24,True,7920.33,5657.38,4525.9,4525.9,12.0,Large
2025-06-15,BNK004,Regional Trust Bank,9450.23,118,80.09,85,111.18,96.2,7,Sunday,6,June,Q2,2025,24,True,3307.58,2362.56,1890.05,1890.05,25.0,Medium
2025-06-15,BNK005,Digital Banking Corp,25789.33,254,101.53,169,152.6,92.0,7,Sunday,6,June,Q2,2025,24,True,6447.33,6447.33,5157.87,7736.8,18.0,Large
2025-06-15,BNK006,Heritage Bank,9694.95,73,132.81,64,151.48,93.8,7,Sunday,6,June,Q2,2025,24,True,3393.23,3393.23,1938.99,969.49,10.0,Small
2025-06-15,BNK007,Innovation Bank,27384.96,196,139.72,142,192.85,94.4,7,Sunday,6,June,Q2,2025,24,True,9584.74,6846.24,5476.99,5476.99,22.0,Large
2025-06-16,BNK001,Premier Bank,101077.5,983,102.83,799,126.51,98.5,1,Monday,6,June,Q2,2025,25,False,35377.12,25269.37,20215.5,20215.5,15.0,Large
2025-06-16,BNK002,Community First Bank,61286.44,428,143.19,360,170.24,99.9,1,Monday,6,June,Q2,2025,25,False,21450.26,15321.61,12257.29,12257.29,20.0,Medium
2025-06-16,BNK003,Metro Financial,69963.32,526,133.01,377,185.58,96.7,1,Monday,6,June,Q2,2025,25,False,24487.16,17490.83,13992.66,13992.66,12.0,Large
2025-06-16,BNK004,Regional Trust Bank,45921.25,388,118.35,315,145.78,93.3,1,Monday,6,June,Q2,2025,25,False,16072.44,11480.31,9184.25,9184.25,25.0,Medium
2025-06-16,BNK005,Digital Banking Corp,103073.23,765,134.74,592,174.11,99.6,1,Monday,6,June,Q2,2025,25,False,25768.31,25768.31,20614.65,30921.97,18.0,Large
2025-06-16,BNK006,Heritage Bank,30281.53,232,130.52,192,157.72,92.8,1,Monday,6,June,Q2,2025,25,False,10598.53,10598.53,6056.31,3028.15,10.0,Small
2025-06-16,BNK007,Innovation Bank,84560.09,729,115.99,548,154.31,95.0,1,Monday,6,June,Q2,2025,25,False,29596.03,21140.02,16912.02,16912.02,22.0,Large
2025-06-17,BNK001,Premier Bank,104606.22,931,112.36,815,128.35,97.6,2,Tuesday,6,June,Q2,2025,25,False,36612.18,26151.55,20921.24,20921.24,15.0,Large
2025-06-17,BNK002,Community First Bank,80939.69,617,131.18,529,153.01,94.2,2,Tuesday,6,June,Q2,2025,25,False,28328.89,20234.92,16187.94,16187.94,20.0,Medium
2025-06-17,BNK003,Metro Financial,75790.48,727,104.25,509,148.9,99.8,2,Tuesday,6,June,Q2,2025,25,False,26526.67,18947.62,15158.1,15158.1,12.0,Large
2025-06-17,BNK004,Regional Trust Bank,61290.33,437,140.25,354,173.14,97.8,2,Tuesday,6,June,Q2,2025,25,False,21451.61,15322.58,12258.07,12258.07,25.0,Medium
2025-06-17,BNK005,Digital Banking Corp,110290.96,961,114.77,686,160.77,93.3,2,Tuesday,6,June,Q2,2025,25,False,27572.74,27572.74,22058.19,33087.29,18.0,Large
2025-06-17,BNK006,Heritage Bank,36316.69,268,135.51,219,165.83,95.1,2,Tuesday,6,June,Q2,2025,25,False,12710.84,12710.84,7263.34,3631.67,10.0,Small
2025-06-17,BNK007,Innovation Bank,71045.02,736,96.53,597,119.0,98.5,2,Tuesday,6,June,Q2,2025,25,False,24865.76,17761.26,14209.0,14209.0,22.0,Large
2025-06-18,BNK001,Premier Bank,96139.73,813,118.25,723,132.97,92.4,3,Wednesday,6,June,Q2,2025,25,False,33648.91,24034.93,19227.95,19227.95,15.0,Large
2025-06-18,BNK002,Community First Bank,92059.51,655,140.55,428,215.09,98.4,3,Wednesday,6,June,Q2,2025,25,False,32220.83,23014.88,18411.9,18411.9,20.0,Medium
2025-06-18,BNK003,Metro Financial,81388.18,685,118.81,492,165.42,93.1,3,Wednesday,6,June,Q2,2025,25,False,28485.86,20347.05,16277.64,16277.64,12.0,Large
2025-06-18,BNK004,Regional Trust Bank,38918.59,276,141.01,221,176.1,98.4,3,Wednesday,6,June,Q2,2025,25,False,13621.51,9729.65,7783.72,7783.72,25.0,Medium
2025-06-18,BNK005,Digital Banking Corp,80964.47,830,97.55,653,123.99,96.6,3,Wednesday,6,June,Q2,2025,25,False,20241.12,20241.12,16192.89,24289.34,18.0,Large
2025-06-18,BNK006,Heritage Bank,36251.09,362,100.14,250,145.0,94.8,3,Wednesday,6,June,Q2,2025,25,False,12687.88,12687.88,7250.22,3625.11,10.0,Small
2025-06-18,BNK007,Innovation Bank,61866.13,500,123.73,350,176.76,97.9,3,Wednesday,6,June,Q2,2025,25,False,21653.15,15466.53,12373.23,12373.23,22.0,Large
2025-06-19,BNK001,Premier Bank,80749.72,598,135.03,410,196.95,95.5,4,Thursday,6,June,Q2,2025,25,False,28262.4,20187.43,16149.94,16149.94,15.0,Large
2025-06-19,BNK002,Community First Bank,65454.0,511,128.09,357,183.34,92.5,4,Thursday,6,June,Q2,2025,25,False,22908.9,16363.5,13090.8,13090.8,20.0,Medium
2025-06-19,BNK003,Metro Financial,86259.07,690,125.01,552,156.27,97.1,4,Thursday,6,June,Q2,2025,25,False,30190.68,21564.77,17251.81,17251.81,12.0,Large
2025-06-19,BNK004,Regional Trust Bank,51927.96,552,94.07,400,129.82,98.0,4,Thursday,6,June,Q2,2025,25,False,18174.79,12981.99,10385.59,10385.59,25.0,Medium
2025-06-19,BNK005,Digital Banking Corp,93756.2,943,99.42,688,136.27,99.8,4,Thursday,6,June,Q2,2025,25,False,23439.05,23439.05,18751.24,28126.86,18.0,Large
2025-06-19,BNK006,Heritage Bank,34099.07,402,84.82,303,112.54,93.4,4,Thursday,6,June,Q2,2025,25,False,11934.67,11934.67,6819.81,3409.91,10.0,Small
2025-06-19,BNK007,Innovation Bank,95975.39,742,129.35,539,178.06,94.8,4,Thursday,6,June,Q2,2025,25,False,33591.39,23993.85,19195.08,19195.08,22.0,Large
2025-06-20,BNK001,Premier Bank,98063.55,909,107.88,617,158.94,93.6,5,Friday,6,June,Q2,2025,25,False,34322.24,24515.89,19612.71,19612.71,15.0,Large
2025-06-20,BNK002,Community First Bank,52691.26,526,100.17,419,125.75,99.7,5,Friday,6,June,Q2,2025,25,False,18441.94,13172.82,10538.25,10538.25,20.0,Medium
2025-06-20,BNK003,Metro Financial,95706.52,782,122.39,487,196.52,92.6,5,Friday,6,June,Q2,2025,25,False,33497.28,23926.63,19141.3,19141.3,12.0,Large
2025-06-20,BNK004,Regional Trust Bank,63449.17,733,86.56,571,111.12,97.0,5,Friday,6,June,Q2,2025,25,False,22207.21,15862.29,12689.83,12689.83,25.0,Medium
2025-06-20,BNK005,Digital Banking Corp,122770.85,979,125.4,665,184.62,92.1,5,Friday,6,June,Q2,2025,25,False,30692.71,30692.71,24554.17,36831.26,18.0,Large
2025-06-20,BNK006,Heritage Bank,48340.42,393,123.0,272,177.72,94.2,5,Friday,6,June,Q2,2025,25,False,16919.15,16919.15,9668.08,4834.04,10.0,Small
2025-06-20,BNK007,Innovation Bank,105667.95,867,121.88,745,141.84,99.6,5,Friday,6,June,Q2,2025,25,False,36983.78,26416.99,21133.59,21133.59,22.0,Large
2025-06-21,BNK001,Premier Bank,52259.23,431,121.25,349,149.74,97.4,6,Saturday,6,June,Q2,2025,25,True,18290.73,13064.81,10451.85,10451.85,15.0,Large
2025-06-21,BNK002,Community First Bank,42742.03,393,108.76,237,180.35,96.7,6,Saturday,6,June,Q2,2025,25,True,14959.71,10685.51,8548.41,8548.41,20.0,Medium
2025-06-21,BNK003,Metro Financial,46692.25,317,147.29,228,204.79,98.7,6,Saturday,6,June,Q2,2025,25,True,16342.29,11673.06,9338.45,9338.45,12.0,Large
2025-06-21,BNK004,Regional Trust Bank,19249.2,206,93.44,165,116.66,99.8,6,Saturday,6,June,Q2,2025,25,True,6737.22,4812.3,3849.84,3849.84,25.0,Medium
2025-06-21,BNK005,Digital Banking Corp,50157.93,378,132.69,330,151.99,95.5,6,Saturday,6,June,Q2,2025,25,True,12539.48,12539.48,10031.59,15047.38,18.0,Large
2025-06-21,BNK006,Heritage Bank,21295.6,217,98.14,158,134.78,97.8,6,Saturday,6,June,Q2,2025,25,True,7453.46,7453.46,4259.12,2129.56,10.0,Small
2025-06-21,BNK007,Innovation Bank,43350.23,352,123.15,278,155.94,93.9,6,Saturday,6,June,Q2,2025,25,True,15172.58,10837.56,8670.05,8670.05,22.0,Large
2025-06-22,BNK001,Premier Bank,26648.64,205,129.99,128,208.19,93.6,7,Sunday,6,June,Q2,2025,25,True,9327.02,6662.16,5329.73,5329.73,15.0,Large
2025-06-22,BNK002,Community First Bank,21704.69,268,80.99,180,120.58,79.6,7,Sunday,6,June,Q2,2025,25,True,7596.64,5426.17,4340.94,4340.94,20.0,Medium
2025-06-22,BNK003,Metro Financial,25956.12,266,97.58,164,158.27,95.7,7,Sunday,6,June,Q2,2025,25,True,9084.64,6489.03,5191.22,5191.22,12.0,Large
2025-06-22,BNK004,Regional Trust Bank,18962.31,149,127.26,93,203.9,99.6,7,Sunday,6,June,Q2,2025,25,True,6636.81,4740.58,3792.46,3792.46,25.0,Medium
2025-06-22,BNK005,Digital Banking Corp,37650.82,271,138.93,228,165.14,98.6,7,Sunday,6,June,Q2,2025,25,True,9412.7,9412.7,7530.16,11295.25,18.0,Large
2025-06-22,BNK006,Heritage Bank,10882.03,115,94.63,90,120.91,97.9,7,Sunday,6,June,Q2,2025,25,True,3808.71,3808.71,2176.41,1088.2,10.0,Small
2025-06-22,BNK007,Innovation Bank,25129.23,190,132.26,143,175.73,92.5,7,Sunday,6,June,Q2,2025,25,True,8795.23,6282.31,5025.85,5025.85,22.0,Large
2025-06-23,BNK001,Premier Bank,99224.94,820,121.01,624,159.01,94.2,1,Monday,6,June,Q2,2025,26,False,34728.73,24806.24,19844.99,19844.99,15.0,Large
2025-06-23,BNK002,Community First Bank,64674.26,611,105.85,530,122.03,97.3,1,Monday,6,June,Q2,2025,26,False,22635.99,16168.57,12934.85,12934.85,20.0,Medium
2025-06-23,BNK003,Metro Financial,78755.98,634,124.22,427,184.44,82.3,1,Monday,6,June,Q2,2025,26,False,27564.59,19688.99,15751.2,15751.2,12.0,Large
2025-06-23,BNK004,Regional Trust Bank,73619.02,663,111.04,526,139.96,99.5,1,Monday,6,June,Q2,2025,26,False,25766.66,18404.75,14723.8,14723.8,25.0,Medium
2025-06-23,BNK005,Digital Banking Corp,90463.31,1109,81.57,765,118.25,96.0,1,Monday,6,June,Q2,2025,26,False,22615.83,22615.83,18092.66,27138.99,18.0,Large
2025-06-23,BNK006,Heritage Bank,29615.38,352,84.13,263,112.61,99.4,1,Monday,6,June,Q2,2025,26,False,10365.38,10365.38,5923.08,2961.54,10.0,Small
2025-06-23,BNK007,Innovation Bank,75992.64,699,108.72,556,136.68,94.1,1,Monday,6,June,Q2,2025,26,False,26597.42,18998.16,15198.53,15198.53,22.0,Large
2025-06-24,BNK001,Premier Bank,84922.21,931,91.22,603,140.83,92.6,2,Tuesday,6,June,Q2,2025,26,False,29722.77,21230.55,16984.44,16984.44,15.0,Large
2025-06-24,BNK002,Community First Bank,74826.51,527,141.99,444,168.53,97.5,2,Tuesday,6,June,Q2,2025,26,False,26189.28,18706.63,14965.3,14965.3,20.0,Medium
2025-06-24,BNK003,Metro Financial,70902.28,808,87.75,554,127.98,94.5,2,Tuesday,6,June,Q2,2025,26,False,24815.8,17725.57,14180.46,14180.46,12.0,Large
2025-06-24,BNK004,Regional Trust Bank,55344.68,471,117.5,333,166.2,94.8,2,Tuesday,6,June,Q2,2025,26,False,19370.64,13836.17,11068.94,11068.94,25.0,Medium
2025-06-24,BNK005,Digital Banking Corp,69423.16,503,138.02,420,165.29,94.5,2,Tuesday,6,June,Q2,2025,26,False,17355.79,17355.79,13884.63,20826.95,18.0,Large
2025-06-24,BNK006,Heritage Bank,31876.06,276,115.49,243,131.18,99.0,2,Tuesday,6,June,Q2,2025,26,False,11156.62,11156.62,6375.21,3187.61,10.0,Small
2025-06-24,BNK007,Innovation Bank,50404.18,578,87.2,414,121.75,96.4,2,Tuesday,6,June,Q2,2025,26,False,17641.46,12601.04,10080.84,10080.84,22.0,Large
2025-06-25,BNK001,Premier Bank,71090.9,507,140.22,407,174.67,98.7,3,Wednesday,6,June,Q2,2025,26,False,24881.82,17772.73,14218.18,14218.18,15.0,Large
2025-06-25,BNK002,Community First Bank,67693.48,483,140.15,398,170.08,95.5,3,Wednesday,6,June,Q2,2025,26,False,23692.72,16923.37,13538.7,13538.7,20.0,Medium
2025-06-25,BNK003,Metro Financial,70278.61,552,127.32,360,195.22,97.6,3,Wednesday,6,June,Q2,2025,26,False,24597.51,17569.65,14055.72,14055.72,12.0,Large
2025-06-25,BNK004,Regional Trust Bank,58846.77,612,96.15,388,151.67,93.3,3,Wednesday,6,June,Q2,2025,26,False,20596.37,14711.69,11769.35,11769.35,25.0,Medium
2025-06-25,BNK005,Digital Banking Corp,100997.71,1106,91.32,691,146.16,92.2,3,Wednesday,6,June,Q2,2025,26,False,25249.43,25249.43,20199.54,30299.31,18.0,Large
2025-06-25,BNK006,Heritage Bank,42280.7,461,91.72,399,105.97,93.9,3,Wednesday,6,June,Q2,2025,26,False,14798.25,14798.25,8456.14,4228.07,10.0,Small
2025-06-25,BNK007,Innovation Bank,59650.24,624,95.59,471,126.65,96.9,3,Wednesday,6,June,Q2,2025,26,False,20877.59,14912.56,11930.05,11930.05,22.0,Large
2025-06-26,BNK001,Premier Bank,86113.44,886,97.19,546,157.72,95.1,4,Thursday,6,June,Q2,2025,26,False,30139.71,21528.36,17222.69,17222.69,15.0,Large
2025-06-26,BNK002,Community First Bank,57550.69,390,147.57,306,188.07,96.5,4,Thursday,6,June,Q2,2025,26,False,20142.74,14387.67,11510.14,11510.14,20.0,Medium
2025-06-26,BNK003,Metro Financial,74210.69,680,109.13,495,149.92,96.3,4,Thursday,6,June,Q2,2025,26,False,25973.74,18552.67,14842.14,14842.14,12.0,Large
2025-06-26,BNK004,Regional Trust Bank,68660.01,746,92.04,559,122.83,89.8,4,Thursday,6,June,Q2,2025,26,False,24031.0,17165.0,13732.0,13732.0,25.0,Medium
2025-06-26,BNK005,Digital Banking Corp,117804.0,948,124.27,720,163.62,85.3,4,Thursday,6,June,Q2,2025,26,False,29451.0,29451.0,23560.8,35341.2,18.0,Large
2025-06-26,BNK006,Heritage Bank,34791.37,386,90.13,311,111.87,93.7,4,Thursday,6,June,Q2,2025,26,False,12176.98,12176.98,6958.27,3479.14,10.0,Small
2025-06-26,BNK007,Innovation Bank,59495.19,553,107.59,480,123.95,93.6,4,Thursday,6,June,Q2,2025,26,False,20823.31,14873.8,11899.04,11899.04,22.0,Large
2025-06-27,BNK001,Premier Bank,64506.43,793,81.34,664,97.15,92.6,5,Friday,6,June,Q2,2025,26,False,22577.25,16126.61,12901.29,12901.29,15.0,Large
2025-06-27,BNK002,Community First Bank,85205.09,752,113.3,577,147.67,97.0,5,Friday,6,June,Q2,2025,26,False,29821.78,21301.27,17041.02,17041.02,20.0,Medium
2025-06-27,BNK003,Metro Financial,84411.56,1046,80.7,854,98.84,89.2,5,Friday,6,June,Q2,2025,26,False,29544.05,21102.89,16882.31,16882.31,12.0,Large
2025-06-27,BNK004,Regional Trust Bank,78379.44,570,137.51,486,161.27,95.9,5,Friday,6,June,Q2,2025,26,False,27432.8,19594.86,15675.89,15675.89,25.0,Medium
2025-06-27,BNK005,Digital Banking Corp,142246.9,1274,111.65,834,170.56,98.8,5,Friday,6,June,Q2,2025,26,False,35561.72,35561.72,28449.38,42674.07,18.0,Large
2025-06-27,BNK006,Heritage Bank,40497.07,285,142.09,210,192.84,92.6,5,Friday,6,June,Q2,2025,26,False,14173.98,14173.98,8099.41,4049.71,10.0,Small
2025-06-27,BNK007,Innovation Bank,109921.22,768,143.13,507,216.81,92.5,5,Friday,6,June,Q2,2025,26,False,38472.43,27480.31,21984.24,21984.24,22.0,Large
2025-06-28,BNK001,Premier Bank,50295.86,355,141.68,254,198.02,91.5,6,Saturday,6,June,Q2,2025,26,True,17603.55,12573.96,10059.17,10059.17,15.0,Large
2025-06-28,BNK002,Community First Bank,42051.47,493,85.3,351,119.8,98.4,6,Saturday,6,June,Q2,2025,26,True,14718.01,10512.87,8410.29,8410.29,20.0,Medium
2025-06-28,BNK003,Metro Financial,45335.58,410,110.57,368,123.19,96.5,6,Saturday,6,June,Q2,2025,26,True,15867.45,11333.9,9067.12,9067.12,12.0,Large
2025-06-28,BNK004,Regional Trust Bank,23669.24,226,104.73,160,147.93,92.5,6,Saturday,6,June,Q2,2025,26,True,8284.23,5917.31,4733.85,4733.85,25.0,Medium
2025-06-28,BNK005,Digital Banking Corp,52036.23,491,105.98,362,143.75,97.8,6,Saturday,6,June,Q2,2025,26,True,13009.06,13009.06,10407.25,15610.87,18.0,Large
2025-06-28,BNK006,Heritage Bank,24385.1,302,80.75,200,121.93,97.3,6,Saturday,6,June,Q2,2025,26,True,8534.78,8534.78,4877.02,2438.51,10.0,Small
2025-06-28,BNK007,Innovation Bank,52399.93,460,113.91,276,189.85,98.4,6,Saturday,6,June,Q2,2025,26,True,18339.98,13099.98,10479.99,10479.99,22.0,Large
2025-06-29,BNK001,Premier Bank,28087.56,331,84.86,274,102.51,96.7,7,Sunday,6,June,Q2,2025,26,True,9830.65,7021.89,5617.51,5617.51,15.0,Large
2025-06-29,BNK002,Community First Bank,26377.69,195,135.27,160,164.86,83.8,7,Sunday,6,June,Q2,2025,26,True,9232.19,6594.42,5275.54,5275.54,20.0,Medium
2025-06-29,BNK003,Metro Financial,25494.87,206,123.76,169,150.86,93.4,7,Sunday,6,June,Q2,2025,26,True,8923.2,6373.72,5098.97,5098.97,12.0,Large
2025-06-29,BNK004,Regional Trust Bank,12712.59,135,94.17,117,108.65,98.0,7,Sunday,6,June,Q2,2025,26,True,4449.41,3178.15,2542.52,2542.52,25.0,Medium
2025-06-29,BNK005,Digital Banking Corp,30754.72,252,122.04,200,153.77,99.1,7,Sunday,6,June,Q2,2025,26,True,7688.68,7688.68,6150.94,9226.42,18.0,Large
2025-06-29,BNK006,Heritage Bank,11136.21,92,121.05,72,154.67,93.3,7,Sunday,6,June,Q2,2025,26,True,3897.67,3897.67,2227.24,1113.62,10.0,Small
2025-06-29,BNK007,Innovation Bank,30197.82,305,99.01,201,150.24,94.5,7,Sunday,6,June,Q2,2025,26,True,10569.24,7549.46,6039.56,6039.56,22.0,Large
2025-06-30,BNK001,Premier Bank,87056.38,898,96.94,596,146.07,95.4,1,Monday,6,June,Q2,2025,27,False,30469.73,21764.1,17411.28,17411.28,15.0,Large
2025-06-30,BNK002,Community First Bank,67710.85,726,93.27,452,149.8,97.6,1,Monday,6,June,Q2,2025,27,False,23698.8,16927.71,13542.17,13542.17,20.0,Medium
2025-06-30,BNK003,Metro Financial,89770.13,840,106.87,711,126.26,88.5,1,Monday,6,June,Q2,2025,27,False,31419.55,22442.53,17954.03,17954.03,12.0,Large
2025-06-30,BNK004,Regional Trust Bank,66509.17,675,98.53,595,111.78,97.1,1,Monday,6,June,Q2,2025,27,False,23278.21,16627.29,13301.83,13301.83,25.0,Medium
2025-06-30,BNK005,Digital Banking Corp,79423.82,773,102.75,526,151.0,93.5,1,Monday,6,June,Q2,2025,27,False,19855.96,19855.96,15884.76,23827.15,18.0,Large
2025-06-30,BNK006,Heritage Bank,32352.06,265,122.08,180,179.73,97.3,1,Monday,6,June,Q2,2025,27,False,11323.22,11323.22,6470.41,3235.21,10.0,Small
2025-06-30,BNK007,Innovation Bank,83106.79,606,137.14,505,164.57,98.1,1,Monday,6,June,Q2,2025,27,False,29087.38,20776.7,16621.36,16621.36,22.0,Large
2025-07-01,BNK001,Premier Bank,77182.77,699,110.42,425,181.61,94.1,2,Tuesday,7,July,Q3,2025,27,False,27013.97,19295.69,15436.55,15436.55,15.0,Large
2025-07-01,BNK002,Community First Bank,86868.92,1054,82.42,910,95.46,93.9,2,Tuesday,7,July,Q3,2025,27,False,30404.12,21717.23,17373.78,17373.78,20.0,Medium
2025-07-01,BNK003,Metro Financial,75770.28,598,126.71,416,182.14,99.2,2,Tuesday,7,July,Q3,2025,27,False,26519.6,18942.57,15154.06,15154.06,12.0,Large
2025-07-01,BNK004,Regional Trust Bank,54903.36,386,142.24,269,204.1,99.2,2,Tuesday,7,July,Q3,2025,27,False,19216.18,13725.84,10980.67,10980.67,25.0,Medium
2025-07-01,BNK005,Digital Banking Corp,90639.76,753,120.37,466,194.51,92.8,2,Tuesday,7,July,Q3,2025,27,False,22659.94,22659.94,18127.95,27191.93,18.0,Large
