transaction_date,bank_id,bank_name,high_value_customers,medium_value_customers,regular_customers,high_value_volume,medium_value_volume,regular_value_volume,avg_high_value,avg_medium_value,avg_regular_value,customer_retention_rate,new_customers
2025-05-18,BNK007,Innovation Bank,19,45,66,11778.19,4907.58,2944.55,619.9,109.06,44.61,89.2,18
2025-05-19,BNK001,Premier Bank,88,206,297,60775.3,25323.04,15193.82,690.63,122.93,51.16,87.5,65
2025-05-19,BNK002,Community First Bank,79,185,267,60928.76,25386.99,15232.19,771.25,137.23,57.05,90.3,28
2025-05-19,BNK003,Metro Financial,63,148,214,47297.26,19707.19,11824.32,750.75,133.16,55.25,89.5,32
2025-05-19,BNK004,Regional Trust Bank,50,116,168,30343.64,12643.18,7585.91,606.87,108.99,45.15,93.9,48
2025-05-19,BNK005,Digital Banking Corp,103,242,347,73157.43,30482.26,18289.36,710.27,125.96,52.71,88.5,90
2025-05-19,BNK006,Heritage Bank,46,107,155,23134.87,9639.53,5783.72,502.93,90.09,37.31,85.7,31
2025-05-19,BNK007,Innovation Bank,100,235,337,53400.55,22250.23,13350.14,534.01,94.68,39.61,85.9,96
2025-05-20,BNK001,Premier Bank,133,310,444,58375.68,24323.2,14593.92,438.91,78.46,32.87,95.0,102
2025-05-20,BNK002,Community First Bank,143,335,481,73737.97,30724.15,18434.49,515.65,91.71,38.33,95.7,110
2025-05-20,BNK003,Metro Financial,114,267,382,54733.99,22805.83,13683.5,480.12,85.42,35.82,97.6,92
2025-05-20,BNK004,Regional Trust Bank,38,90,130,23055.5,9606.46,5763.87,606.72,106.74,44.34,97.0,26
2025-05-20,BNK005,Digital Banking Corp,148,345,495,66806.12,27835.88,16701.53,451.39,80.68,33.74,86.5,101
2025-05-20,BNK006,Heritage Bank,54,127,182,26046.65,10852.77,6511.66,482.35,85.45,35.78,86.6,39
2025-05-20,BNK007,Innovation Bank,103,241,347,44464.77,18526.99,11116.19,431.7,76.88,32.04,91.3,77
2025-05-21,BNK001,Premier Bank,113,265,380,56367.16,23486.32,14091.79,498.82,88.63,37.08,85.1,52
2025-05-21,BNK002,Community First Bank,55,129,185,45217.97,18840.82,11304.49,822.14,146.05,61.11,91.4,53
2025-05-21,BNK003,Metro Financial,98,229,329,63151.19,26312.99,15787.8,644.4,114.9,47.99,90.0,60
2025-05-21,BNK004,Regional Trust Bank,56,131,190,34315.7,14298.21,8578.93,612.78,109.15,45.15,94.3,41
2025-05-21,BNK005,Digital Banking Corp,135,316,452,77710.47,32379.36,19427.62,575.63,102.47,42.98,88.9,82
2025-05-21,BNK006,Heritage Bank,56,130,188,24466.52,10194.39,6116.63,436.9,78.42,32.54,87.8,54
2025-05-21,BNK007,Innovation Bank,76,177,255,44270.56,18446.07,11067.64,582.51,104.22,43.4,86.7,44
2025-05-22,BNK001,Premier Bank,113,263,378,71854.04,29939.18,17963.51,635.88,113.84,47.52,85.3,54
2025-05-22,BNK002,Community First Bank,55,129,187,43937.38,18307.24,10984.35,798.86,141.92,58.74,95.1,26
2025-05-22,BNK003,Metro Financial,114,267,383,59447.22,24769.67,14861.8,521.47,92.77,38.8,86.0,74
2025-05-22,BNK004,Regional Trust Bank,72,168,240,40920.6,17050.25,10230.15,568.34,101.49,42.63,85.1,28
2025-05-22,BNK005,Digital Banking Corp,163,381,547,80459.84,33524.93,20114.96,493.62,87.99,36.77,95.5,138
2025-05-22,BNK006,Heritage Bank,36,85,123,27651.16,11521.32,6912.79,768.09,135.54,56.2,96.9,33
2025-05-22,BNK007,Innovation Bank,42,100,144,35549.34,14812.23,8887.33,846.41,148.12,61.72,93.9,15
2025-05-23,BNK001,Premier Bank,101,235,338,84826.94,35344.56,21206.73,839.87,150.4,62.74,95.2,90
2025-05-23,BNK002,Community First Bank,92,216,310,63410.01,26420.84,15852.5,689.24,122.32,51.14,95.4,62
2025-05-23,BNK003,Metro Financial,87,203,291,54333.66,22639.03,13583.42,624.52,111.52,46.68,88.0,78
2025-05-23,BNK004,Regional Trust Bank,71,166,240,48750.2,20312.58,12187.55,686.62,122.36,50.78,94.5,70
2025-05-23,BNK005,Digital Banking Corp,109,255,365,81760.12,34066.71,20440.03,750.09,133.59,56.0,87.0,52
2025-05-23,BNK006,Heritage Bank,64,149,214,30737.01,12807.09,7684.25,480.27,85.95,35.91,87.8,55
2025-05-23,BNK007,Innovation Bank,110,258,371,81675.31,34031.38,20418.83,742.5,131.9,55.04,87.4,41
2025-05-24,BNK001,Premier Bank,54,127,184,33109.23,13795.51,8277.31,613.13,108.63,44.99,98.0,19
2025-05-24,BNK002,Community First Bank,57,134,192,26511.12,11046.3,6627.78,465.11,82.44,34.52,95.9,33
2025-05-24,BNK003,Metro Financial,77,180,259,35855.12,14939.63,8963.78,465.65,83.0,34.61,95.9,54
2025-05-24,BNK004,Regional Trust Bank,27,64,92,18755.52,7814.8,4688.88,694.65,122.11,50.97,96.7,26
2025-05-24,BNK005,Digital Banking Corp,36,86,124,26162.29,10900.95,6540.57,726.73,126.76,52.75,85.1,14
2025-05-24,BNK006,Heritage Bank,16,37,55,13973.38,5822.24,3493.34,873.34,157.36,63.52,88.3,12
2025-05-24,BNK007,Innovation Bank,56,130,188,31513.79,13130.75,7878.45,562.75,101.01,41.91,96.5,35
2025-05-25,BNK001,Premier Bank,44,102,148,20427.67,8511.53,5106.92,464.27,83.45,34.51,92.9,20
2025-05-25,BNK002,Community First Bank,34,80,115,13689.14,5703.81,3422.28,402.62,71.3,29.76,95.5,33
2025-05-25,BNK003,Metro Financial,32,76,111,18458.69,7691.12,4614.67,576.83,101.2,41.57,88.5,21
2025-05-25,BNK004,Regional Trust Bank,18,42,61,13433.03,5597.1,3358.26,746.28,133.26,55.05,86.1,12
2025-05-25,BNK005,Digital Banking Corp,33,79,114,21585.9,8994.12,5396.47,654.12,113.85,47.34,91.5,14
2025-05-25,BNK006,Heritage Bank,9,22,33,7568.06,3153.36,1892.02,840.9,143.33,57.33,90.7,5
2025-05-25,BNK007,Innovation Bank,29,68,98,18751.75,7813.23,4687.94,646.61,114.9,47.84,91.8,21
2025-05-26,BNK001,Premier Bank,62,144,208,30339.45,12641.44,7584.86,489.35,87.79,36.47,85.1,52
2025-05-26,BNK002,Community First Bank,20,46,68,15291.16,6371.31,3822.79,764.56,138.51,56.22,94.3,11
2025-05-26,BNK003,Metro Financial,68,159,229,34422.46,14342.69,8605.62,506.21,90.21,37.58,85.7,57
2025-05-26,BNK004,Regional Trust Bank,24,58,84,18481.69,7700.7,4620.42,770.07,132.77,55.01,97.4,12
2025-05-26,BNK005,Digital Banking Corp,66,154,220,31692.04,13205.02,7923.01,480.18,85.75,36.01,89.2,30
2025-05-26,BNK006,Heritage Bank,18,44,64,9518.57,3966.07,2379.64,528.81,90.14,37.18,92.5,8
2025-05-26,BNK007,Innovation Bank,46,108,156,29726.05,12385.85,7431.51,646.22,114.68,47.64,89.6,37
2025-05-27,BNK001,Premier Bank,67,157,227,54802.23,22834.26,13700.56,817.94,145.44,60.35,92.3,39
2025-05-27,BNK002,Community First Bank,78,183,262,42128.51,17553.55,10532.13,540.11,95.92,40.2,90.5,55
2025-05-27,BNK003,Metro Financial,84,197,284,48841.75,20350.73,12210.44,581.45,103.3,42.99,85.1,32
2025-05-27,BNK004,Regional Trust Bank,48,113,164,29624.34,12343.48,7406.09,617.17,109.23,45.16,96.5,18
2025-05-27,BNK005,Digital Banking Corp,72,168,241,48017.08,20007.12,12004.27,666.9,119.09,49.81,94.2,68
2025-05-27,BNK006,Heritage Bank,35,83,121,22840.66,9516.94,5710.16,652.59,114.66,47.19,88.5,20
2025-05-27,BNK007,Innovation Bank,61,142,205,49550.14,20645.89,12387.53,812.3,145.39,60.43,92.4,56
2025-05-28,BNK001,Premier Bank,83,194,278,40633.66,16930.69,10158.42,489.56,87.27,36.54,97.2,68
2025-05-28,BNK002,Community First Bank,70,164,237,38527.62,16053.17,9631.9,550.39,97.89,40.64,86.1,55
2025-05-28,BNK003,Metro Financial,76,178,256,55092.88,22955.37,13773.22,724.91,128.96,53.8,90.3,49
2025-05-28,BNK004,Regional Trust Bank,97,228,327,39977.47,16657.28,9994.37,412.14,73.06,30.56,85.6,45
2025-05-28,BNK005,Digital Banking Corp,94,219,314,77323.27,32218.03,19330.82,822.59,147.11,61.56,95.3,59
2025-05-28,BNK006,Heritage Bank,55,129,185,24689.1,10287.12,6172.27,448.89,79.75,33.36,88.9,32
2025-05-28,BNK007,Innovation Bank,88,205,295,47649.09,19853.79,11912.27,541.47,96.85,40.38,96.1,73
2025-05-29,BNK001,Premier Bank,111,259,372,58126.95,24219.56,14531.74,523.67,93.51,39.06,88.5,45
2025-05-29,BNK002,Community First Bank,95,222,320,56391.37,23496.4,14097.84,593.59,105.84,44.06,88.3,90
2025-05-29,BNK003,Metro Financial,87,205,294,48387.19,20161.33,12096.8,556.17,98.35,41.15,92.6,60
2025-05-29,BNK004,Regional Trust Bank,84,197,284,45005.24,18752.18,11251.31,535.78,95.19,39.62,92.8,48
2025-05-29,BNK005,Digital Banking Corp,90,211,302,58033.03,24180.43,14508.26,644.81,114.6,48.04,95.5,61
2025-05-29,BNK006,Heritage Bank,47,110,160,25904.37,10793.49,6476.09,551.16,98.12,40.48,86.5,19
2025-05-29,BNK007,Innovation Bank,40,95,138,29535.5,12306.46,7383.88,738.39,129.54,53.51,92.0,39
2025-05-30,BNK001,Premier Bank,74,172,248,60058.39,25024.33,15014.6,811.6,145.49,60.54,89.0,67
2025-05-30,BNK002,Community First Bank,125,292,418,51678.85,21532.85,12919.71,413.43,73.74,30.91,94.9,62
2025-05-30,BNK003,Metro Financial,96,224,322,60428.58,25178.58,15107.15,629.46,112.4,46.92,85.5,38
2025-05-30,BNK004,Regional Trust Bank,59,138,198,40940.41,17058.5,10235.1,693.91,123.61,51.69,94.5,27
2025-05-30,BNK005,Digital Banking Corp,98,229,330,78823.56,32843.15,19705.89,804.32,143.42,59.71,89.8,65
2025-05-30,BNK006,Heritage Bank,67,158,227,29606.86,12336.19,7401.72,441.89,78.08,32.61,94.4,27
2025-05-30,BNK007,Innovation Bank,110,257,369,43684.3,18201.79,10921.08,397.13,70.82,29.6,90.3,72
2025-05-31,BNK001,Premier Bank,73,172,247,34046.22,14185.92,8511.55,466.39,82.48,34.46,92.0,64
2025-05-31,BNK002,Community First Bank,36,84,122,26495.45,11039.77,6623.86,735.98,131.43,54.29,87.2,31
2025-05-31,BNK003,Metro Financial,38,89,128,33290.29,13870.95,8322.57,876.06,155.85,65.02,94.0,26
2025-05-31,BNK004,Regional Trust Bank,24,56,82,13285.8,5535.75,3321.45,553.57,98.85,40.51,94.1,14
2025-05-31,BNK005,Digital Banking Corp,46,108,156,29005.82,12085.76,7251.45,630.56,111.91,46.48,86.8,36
2025-05-31,BNK006,Heritage Bank,23,54,80,14084.42,5868.51,3521.1,612.37,108.68,44.01,91.8,17
2025-05-31,BNK007,Innovation Bank,76,178,255,36578.84,15241.18,9144.71,481.3,85.62,35.86,89.4,71
2025-06-01,BNK001,Premier Bank,30,70,102,16348.51,6811.88,4087.13,544.95,97.31,40.07,92.6,11
2025-06-01,BNK002,Community First Bank,23,54,80,13350.31,5562.63,3337.58,580.45,103.01,41.72,90.8,19
2025-06-01,BNK003,Metro Financial,24,57,83,15090.64,6287.77,3772.66,628.78,110.31,45.45,95.3,16
2025-06-01,BNK004,Regional Trust Bank,16,39,57,11905.7,4960.71,2976.42,744.11,127.2,52.22,96.6,8
2025-06-01,BNK005,Digital Banking Corp,34,79,114,18633.89,7764.12,4658.47,548.06,98.28,40.86,90.3,31
2025-06-01,BNK006,Heritage Bank,7,18,27,6783.07,2826.28,1695.77,969.01,157.02,62.81,96.7,6
2025-06-01,BNK007,Innovation Bank,16,37,55,14732.23,6138.43,3683.06,920.76,165.9,66.96,96.2,6
2025-06-02,BNK001,Premier Bank,63,148,214,51006.16,21252.56,12751.54,809.62,143.6,59.59,96.2,34
2025-06-02,BNK002,Community First Bank,63,147,210,28770.74,11987.81,7192.69,456.68,81.55,34.25,87.3,31
2025-06-02,BNK003,Metro Financial,70,164,235,43685.12,18202.13,10921.28,624.07,110.99,46.47,90.4,35
2025-06-02,BNK004,Regional Trust Bank,48,112,160,31955.36,13314.73,7988.84,665.74,118.88,49.93,89.2,20
2025-06-02,BNK005,Digital Banking Corp,70,163,234,62453.14,26022.14,15613.29,892.19,159.65,66.72,88.9,50
2025-06-02,BNK006,Heritage Bank,32,76,111,21179.0,8824.58,5294.75,661.84,116.11,47.7,90.7,18
2025-06-02,BNK007,Innovation Bank,69,162,234,53975.35,22489.73,13493.84,782.25,138.83,57.67,94.7,64
2025-06-03,BNK001,Premier Bank,135,315,452,59312.8,24713.67,14828.2,439.35,78.46,32.81,94.8,75
2025-06-03,BNK002,Community First Bank,64,151,218,42077.36,17532.24,10519.34,657.46,116.11,48.25,94.7,28
2025-06-03,BNK003,Metro Financial,53,125,180,42933.3,17888.88,10733.32,810.06,143.11,59.63,86.7,30
2025-06-03,BNK004,Regional Trust Bank,21,50,73,21225.09,8843.79,5306.27,1010.72,176.88,72.69,95.5,10
2025-06-03,BNK005,Digital Banking Corp,104,243,349,69590.81,28996.17,17397.7,669.14,119.33,49.85,85.8,43
2025-06-03,BNK006,Heritage Bank,33,78,113,22708.27,9461.78,5677.07,688.13,121.3,50.24,96.2,25
2025-06-03,BNK007,Innovation Bank,83,194,279,50807.09,21169.62,12701.77,612.13,109.12,45.53,88.3,58
2025-06-04,BNK001,Premier Bank,76,178,256,60109.76,25045.73,15027.44,790.92,140.71,58.7,91.9,58
2025-06-04,BNK002,Community First Bank,55,130,187,39179.16,16324.65,9794.79,712.35,125.57,52.38,88.0,50
2025-06-04,BNK003,Metro Financial,106,247,354,44255.73,18439.89,11063.93,417.51,74.66,31.25,89.0,84
2025-06-04,BNK004,Regional Trust Bank,37,87,125,17061.72,7109.05,4265.43,461.13,81.71,34.12,85.2,21
2025-06-04,BNK005,Digital Banking Corp,73,170,244,61680.53,25700.22,15420.13,844.94,151.18,63.2,89.6,50
2025-06-04,BNK006,Heritage Bank,32,74,108,18127.67,7553.19,4531.92,566.49,102.07,41.96,85.9,27
2025-06-04,BNK007,Innovation Bank,44,103,150,35951.06,14979.61,8987.77,817.07,145.43,59.92,87.8,34
2025-06-05,BNK001,Premier Bank,106,249,358,51857.43,21607.26,12964.36,489.22,86.78,36.21,95.4,75
2025-06-05,BNK002,Community First Bank,34,81,118,24268.72,10111.97,6067.18,713.79,124.84,51.42,94.6,27
2025-06-05,BNK003,Metro Financial,50,117,168,30990.2,12912.58,7747.55,619.8,110.36,46.12,89.6,43
2025-06-05,BNK004,Regional Trust Bank,44,103,150,33889.18,14120.49,8472.3,770.21,137.09,56.48,88.8,31
2025-06-05,BNK005,Digital Banking Corp,85,199,285,61929.53,25803.97,15482.38,728.58,129.67,54.32,94.7,50
2025-06-05,BNK006,Heritage Bank,36,85,122,24558.57,10232.74,6139.64,682.18,120.39,50.32,88.9,23
2025-06-05,BNK007,Innovation Bank,50,116,168,38219.06,15924.61,9554.77,764.38,137.28,56.87,95.6,47
2025-06-06,BNK001,Premier Bank,87,204,294,66280.89,27617.04,16570.22,761.85,135.38,56.36,92.1,67
2025-06-06,BNK002,Community First Bank,49,114,164,45412.87,18922.03,11353.22,926.79,165.98,69.23,96.7,19
2025-06-06,BNK003,Metro Financial,78,182,261,59406.08,24752.53,14851.52,761.62,136.0,56.9,88.0,62
2025-06-06,BNK004,Regional Trust Bank,32,74,108,25798.13,10749.22,6449.53,806.19,145.26,59.72,95.7,29
2025-06-06,BNK005,Digital Banking Corp,77,181,261,60768.59,25320.25,15192.15,789.2,139.89,58.21,90.4,30
2025-06-06,BNK006,Heritage Bank,62,146,211,26932.09,11221.7,6733.02,434.39,76.86,31.91,90.7,30
2025-06-06,BNK007,Innovation Bank,93,217,312,50662.78,21109.49,12665.69,544.76,97.28,40.6,88.8,79
2025-06-07,BNK001,Premier Bank,51,121,174,37091.83,15454.93,9272.96,727.29,127.73,53.29,86.0,45
2025-06-07,BNK002,Community First Bank,40,94,135,30307.6,12628.17,7576.9,757.69,134.34,56.13,90.6,29
2025-06-07,BNK003,Metro Financial,66,154,222,31314.71,13047.8,7828.68,474.47,84.73,35.26,86.2,37
2025-06-07,BNK004,Regional Trust Bank,40,93,134,25290.88,10537.86,6322.72,632.27,113.31,47.18,86.2,39
2025-06-07,BNK005,Digital Banking Corp,46,108,156,32108.2,13378.42,8027.05,698.0,123.87,51.46,95.5,29
2025-06-07,BNK006,Heritage Bank,21,51,74,11377.96,4740.81,2844.49,541.81,92.96,38.44,87.9,20
2025-06-07,BNK007,Innovation Bank,56,130,188,29468.08,12278.36,7367.02,526.22,94.45,39.19,89.5,24
2025-06-08,BNK001,Premier Bank,20,47,69,13432.64,5596.93,3358.16,671.63,119.08,48.67,92.3,19
2025-06-08,BNK002,Community First Bank,17,39,58,13064.68,5443.61,3266.17,768.51,139.58,56.31,85.0,8
2025-06-08,BNK003,Metro Financial,24,57,82,13001.77,5417.4,3250.44,541.74,95.04,39.64,97.2,10
2025-06-08,BNK004,Regional Trust Bank,12,30,44,8921.46,3717.28,2230.36,743.45,123.91,50.69,86.5,9
2025-06-08,BNK005,Digital Banking Corp,28,67,97,19754.78,8231.16,4938.7,705.53,122.85,50.91,96.2,18
2025-06-08,BNK006,Heritage Bank,9,23,34,6331.87,2638.28,1582.97,703.54,114.71,46.56,97.9,7
2025-06-08,BNK007,Innovation Bank,12,29,42,10124.91,4218.71,2531.23,843.74,145.47,60.27,86.0,12
2025-06-09,BNK001,Premier Bank,73,171,247,54181.97,22575.82,13545.49,742.22,132.02,54.84,90.3,38
2025-06-09,BNK002,Community First Bank,63,147,212,44931.67,18721.53,11232.92,713.2,127.36,52.99,92.3,33
2025-06-09,BNK003,Metro Financial,100,235,337,52524.13,21885.05,13131.03,525.24,93.13,38.96,86.1,33
2025-06-09,BNK004,Regional Trust Bank,76,179,257,37193.69,15497.37,9298.42,489.39,86.58,36.18,90.8,68
2025-06-09,BNK005,Digital Banking Corp,100,234,337,69970.85,29154.52,17492.71,699.71,124.59,51.91,92.4,100
2025-06-09,BNK006,Heritage Bank,28,66,97,18680.88,7783.7,4670.22,667.17,117.93,48.15,88.7,14
2025-06-09,BNK007,Innovation Bank,55,128,185,27985.01,11660.42,6996.25,508.82,91.1,37.82,87.1,24
2025-06-10,BNK001,Premier Bank,85,199,286,47289.17,19703.82,11822.29,556.34,99.01,41.34,88.7,73
2025-06-10,BNK002,Community First Bank,93,217,311,44850.44,18687.68,11212.61,482.26,86.12,36.05,96.8,91
2025-06-10,BNK003,Metro Financial,83,195,280,48901.09,20375.45,12225.27,589.17,104.49,43.66,88.0,77
2025-06-10,BNK004,Regional Trust Bank,82,193,278,35585.48,14827.28,8896.37,433.97,76.83,32.0,89.3,33
2025-06-10,BNK005,Digital Banking Corp,139,324,465,74507.74,31044.89,18626.94,536.03,95.82,40.06,96.3,105
2025-06-10,BNK006,Heritage Bank,42,98,142,22979.2,9574.67,5744.8,547.12,97.7,40.46,87.1,26
2025-06-10,BNK007,Innovation Bank,48,113,164,40949.75,17062.4,10237.44,853.12,150.99,62.42,88.7,40
2025-06-11,BNK001,Premier Bank,58,135,195,45178.45,18824.35,11294.61,778.94,139.44,57.92,90.9,57
2025-06-11,BNK002,Community First Bank,47,111,160,39237.85,16349.1,9809.46,834.85,147.29,61.31,85.7,27
2025-06-11,BNK003,Metro Financial,73,170,245,47547.95,19811.65,11886.99,651.34,116.54,48.52,91.3,48
2025-06-11,BNK004,Regional Trust Bank,87,203,290,43520.07,18133.36,10880.02,500.23,89.33,37.52,89.1,71
2025-06-11,BNK005,Digital Banking Corp,61,142,205,54810.52,22837.72,13702.63,898.53,160.83,66.84,96.4,58
2025-06-11,BNK006,Heritage Bank,30,72,104,22871.27,9529.7,5717.82,762.38,132.36,54.98,95.5,27
2025-06-11,BNK007,Innovation Bank,49,114,165,28011.43,11671.43,7002.86,571.66,102.38,42.44,92.2,43
2025-06-12,BNK001,Premier Bank,104,243,348,57743.6,24059.83,14435.9,555.23,99.01,41.48,88.9,62
2025-06-12,BNK002,Community First Bank,53,124,179,43949.69,18312.37,10987.42,829.24,147.68,61.38,89.1,34
2025-06-12,BNK003,Metro Financial,99,230,331,48711.67,20296.53,12177.92,492.04,88.25,36.79,88.7,96
2025-06-12,BNK004,Regional Trust Bank,47,111,161,34280.47,14283.53,8570.12,729.37,128.68,53.23,89.1,19
2025-06-12,BNK005,Digital Banking Corp,101,237,341,46536.11,19390.04,11634.03,460.75,81.81,34.12,91.8,37
2025-06-12,BNK006,Heritage Bank,41,97,140,22957.83,9565.76,5739.46,559.95,98.62,41.0,86.4,19
2025-06-12,BNK007,Innovation Bank,37,86,125,31135.67,12973.19,7783.92,841.5,150.85,62.27,91.0,23
2025-06-13,BNK001,Premier Bank,81,189,271,64608.04,26920.01,16152.01,797.63,142.43,59.6,95.4,67
2025-06-13,BNK002,Community First Bank,88,207,297,43870.45,18279.35,10967.61,498.53,88.31,36.93,90.5,49
2025-06-13,BNK003,Metro Financial,80,187,269,48913.35,20380.56,12228.34,611.42,108.99,45.46,89.1,68
2025-06-13,BNK004,Regional Trust Bank,34,79,114,23296.31,9706.8,5824.08,685.19,122.87,51.09,85.7,11
2025-06-13,BNK005,Digital Banking Corp,144,338,484,76495.27,31873.03,19123.82,531.22,94.3,39.51,95.3,94
2025-06-13,BNK006,Heritage Bank,51,118,171,21825.64,9094.01,5456.41,427.95,77.07,31.91,86.7,25
2025-06-13,BNK007,Innovation Bank,63,148,212,34433.18,14347.16,8608.3,546.56,96.94,40.61,97.1,57
2025-06-14,BNK001,Premier Bank,39,92,132,32558.32,13565.97,8139.58,834.83,147.46,61.66,94.2,25
2025-06-14,BNK002,Community First Bank,26,61,88,16814.39,7006.0,4203.6,646.71,114.85,47.77,91.8,25
2025-06-14,BNK003,Metro Financial,63,148,214,36100.27,15041.78,9025.07,573.02,101.63,42.17,97.6,30
2025-06-14,BNK004,Regional Trust Bank,43,101,145,26297.71,10957.38,6574.43,611.57,108.49,45.34,95.5,20
2025-06-14,BNK005,Digital Banking Corp,44,103,150,33039.22,13766.34,8259.8,750.89,133.65,55.07,87.8,34
2025-06-14,BNK006,Heritage Bank,22,52,77,12485.36,5202.23,3121.34,567.52,100.04,40.54,90.3,21
2025-06-14,BNK007,Innovation Bank,44,103,149,28451.18,11854.66,7112.8,646.62,115.09,47.74,86.2,29
2025-06-15,BNK001,Premier Bank,24,56,81,15037.08,6265.45,3759.27,626.54,111.88,46.41,96.9,22
2025-06-15,BNK002,Community First Bank,34,80,115,14477.28,6032.2,3619.32,425.8,75.4,31.47,87.0,19
2025-06-15,BNK003,Metro Financial,26,60,88,13577.7,5657.38,3394.42,522.22,94.29,38.57,93.0,11
2025-06-15,BNK004,Regional Trust Bank,12,29,44,5670.14,2362.56,1417.53,472.51,81.47,32.22,97.6,12
2025-06-15,BNK005,Digital Banking Corp,25,59,85,15473.6,6447.33,3868.4,618.94,109.28,45.51,87.2,10
2025-06-15,BNK006,Heritage Bank,9,22,33,5816.97,2423.74,1454.24,646.33,110.17,44.07,86.1,9
2025-06-15,BNK007,Innovation Bank,21,49,72,16430.98,6846.24,4107.74,782.43,139.72,57.05,87.5,13
2025-06-16,BNK001,Premier Bank,119,279,401,60646.5,25269.38,15161.62,509.63,90.57,37.81,90.8,87
2025-06-16,BNK002,Community First Bank,54,125,181,36771.86,15321.61,9192.97,680.96,122.57,50.79,85.9,26
2025-06-16,BNK003,Metro Financial,56,131,190,41977.99,17490.83,10494.5,749.61,133.52,55.23,97.1,53
2025-06-16,BNK004,Regional Trust Bank,47,110,158,27552.75,11480.31,6888.19,586.23,104.37,43.6,95.2,16
2025-06-16,BNK005,Digital Banking Corp,88,207,297,61843.94,25768.31,15460.98,702.77,124.48,52.06,89.3,66
2025-06-16,BNK006,Heritage Bank,28,67,97,18168.92,7570.38,4542.23,648.89,112.99,46.83,88.6,27
2025-06-16,BNK007,Innovation Bank,82,191,275,50736.05,21140.02,12684.01,618.73,110.68,46.12,93.2,31
2025-06-17,BNK001,Premier Bank,122,285,408,62763.73,26151.56,15690.93,514.46,91.76,38.46,96.8,118
2025-06-17,BNK002,Community First Bank,79,185,265,48563.81,20234.92,12140.95,614.73,109.38,45.81,86.0,54
2025-06-17,BNK003,Metro Financial,76,178,255,45474.29,18947.62,11368.57,598.35,106.45,44.58,88.9,45
2025-06-17,BNK004,Regional Trust Bank,53,123,178,36774.2,15322.58,9193.55,693.85,124.57,51.65,87.3,38
2025-06-17,BNK005,Digital Banking Corp,102,240,344,66174.58,27572.74,16543.64,648.77,114.89,48.09,97.5,68
2025-06-17,BNK006,Heritage Bank,32,76,111,21790.01,9079.17,5447.5,680.94,119.46,49.08,86.1,24
2025-06-17,BNK007,Innovation Bank,89,208,300,42627.01,17761.26,10656.75,478.96,85.39,35.52,89.4,80
2025-06-18,BNK001,Premier Bank,108,253,362,57683.84,24034.93,14420.96,534.11,95.0,39.84,90.7,50
2025-06-18,BNK002,Community First Bank,64,149,215,55235.71,23014.88,13808.93,863.06,154.46,64.23,87.5,54
2025-06-18,BNK003,Metro Financial,73,172,247,48832.91,20347.04,12208.23,668.94,118.3,49.43,88.5,62
2025-06-18,BNK004,Regional Trust Bank,33,77,111,23351.15,9729.65,5837.79,707.61,126.36,52.59,87.7,18
2025-06-18,BNK005,Digital Banking Corp,97,228,328,48578.68,20241.12,12144.67,500.81,88.78,37.03,91.1,94
2025-06-18,BNK006,Heritage Bank,37,87,126,21750.65,9062.77,5437.66,587.86,104.17,43.16,97.1,17
2025-06-18,BNK007,Innovation Bank,52,122,176,37119.68,15466.53,9279.92,713.84,126.77,52.73,89.7,22
2025-06-19,BNK001,Premier Bank,61,143,206,48449.83,20187.43,12112.46,794.26,141.17,58.8,91.6,39
2025-06-19,BNK002,Community First Bank,53,124,180,39272.4,16363.5,9818.1,740.99,131.96,54.55,96.7,51
2025-06-19,BNK003,Metro Financial,82,193,277,51755.44,21564.77,12938.86,631.16,111.73,46.71,90.0,54
2025-06-19,BNK004,Regional Trust Bank,60,140,200,31156.78,12981.99,7789.19,519.28,92.73,38.95,96.7,52
2025-06-19,BNK005,Digital Banking Corp,103,240,345,56253.72,23439.05,14063.43,546.15,97.66,40.76,85.0,56
2025-06-19,BNK006,Heritage Bank,45,106,152,20459.44,8524.77,5114.86,454.65,80.42,33.65,90.5,22
2025-06-19,BNK007,Innovation Bank,80,188,271,57585.23,23993.85,14396.31,719.82,127.63,53.12,87.6,28
2025-06-20,BNK001,Premier Bank,92,215,310,58838.13,24515.89,14709.53,639.54,114.03,47.45,93.4,47
2025-06-20,BNK002,Community First Bank,62,146,211,31614.76,13172.82,7903.69,509.92,90.22,37.46,85.7,30
2025-06-20,BNK003,Metro Financial,73,170,244,57423.91,23926.63,14355.98,786.63,140.74,58.84,95.4,65
2025-06-20,BNK004,Regional Trust Bank,85,199,287,38069.5,15862.29,9517.38,447.88,79.71,33.16,91.3,52
2025-06-20,BNK005,Digital Banking Corp,99,232,334,73662.51,30692.71,18415.63,744.07,132.3,55.14,97.7,46
2025-06-20,BNK006,Heritage Bank,40,95,137,29004.25,12085.1,7251.06,725.11,127.21,52.93,87.8,21
2025-06-20,BNK007,Innovation Bank,111,260,374,63400.77,26416.99,15850.19,571.18,101.6,42.38,87.2,65
2025-06-21,BNK001,Premier Bank,52,122,175,31355.54,13064.81,7838.88,602.99,107.09,44.79,96.8,38
2025-06-21,BNK002,Community First Bank,35,82,120,25645.22,10685.51,6411.3,732.72,130.31,53.43,90.4,33
2025-06-21,BNK003,Metro Financial,34,79,115,28015.35,11673.06,7003.84,823.98,147.76,60.9,85.6,16
