transaction_date,bank_id,bank_name,total_volume,transaction_count,avg_transaction_value,unique_customers,avg_value_per_customer,data_quality_score,day_of_week,day_name,month,month_name,quarter,year,week_number,is_weekend,transfer_volume,deposit_volume,withdrawal_volume,payment_volume,volatility_score,market_segment,volume_7day_avg,volume_7day_std,anomaly_status,z_score
2025-06-05,BNK002,Community First Bank,40447.86,330,122.57,233,173.6,97.2,4,Thursday,6,June,Q2,2025,23,False,14156.75,10111.96,8089.57,8089.57,20.0,Medium,53766.80857142857,21389.133502820518,Normal,0.6226969675827326
2025-06-05,BNK003,Metro Financial,51650.34,426,121.24,335,154.18,92.6,4,Thursday,6,June,Q2,2025,23,False,18077.62,12912.59,10330.07,10330.07,12.0,Large,64446.15857142857,23490.246741838335,Normal,0.544728998041473
2025-06-05,BNK004,Regional Trust Bank,56481.97,442,127.79,297,190.17,89.0,4,Thursday,6,June,Q2,2025,23,False,19768.69,14120.49,11296.39,11296.39,25.0,Medium,40538.869999999995,18809.908176893554,Normal,0.8475905278253729
2025-06-05,BNK005,Digital Banking Corp,103215.89,886,116.5,569,181.4,79.6,4,Thursday,6,June,Q2,2025,23,False,25803.97,25803.97,20643.18,30964.77,18.0,Large,90980.30857142857,36803.124798309575,Normal,0.3324603955676456
2025-06-05,BNK006,Heritage Bank,40930.95,356,114.97,243,168.44,93.1,4,Thursday,6,June,Q2,2025,23,False,14325.83,14325.83,8186.19,4093.1,10.0,Small,32630.44,12430.159560001648,Normal,0.6677717980958
2025-06-05,BNK007,Innovation Bank,63698.44,481,132.43,334,190.71,92.0,4,Thursday,6,June,Q2,2025,23,False,22294.45,15924.61,12739.69,12739.69,22.0,Large,65225.700000000004,21410.62067226449,Normal,0.07133188819595633
2025-06-06,BNK001,Premier Bank,110468.15,954,115.79,585,188.83,94.2,5,Friday,6,June,Q2,2025,23,False,38663.85,27617.04,22093.63,22093.63,15.0,Large,80705.18142857144,29091.21027218554,Normal,1.0230914524682149
2025-06-06,BNK002,Community First Bank,75688.11,545,138.88,327,231.46,94.0,5,Friday,6,June,Q2,2025,23,False,26490.84,18922.03,15137.62,15137.62,20.0,Medium,52274.90714285714,18984.490100696814,Normal,1.2332805744560658
2025-06-06,BNK003,Metro Financial,99010.14,750,132.01,521,190.04,92.8,5,Friday,6,June,Q2,2025,23,False,34653.55,24752.54,19802.03,19802.03,12.0,Large,64202.70714285714,23056.54643580985,Moderate Anomaly,1.5096550974816563
2025-06-06,BNK004,Regional Trust Bank,42996.89,309,139.15,214,200.92,98.3,5,Friday,6,June,Q2,2025,23,False,15048.91,10749.22,8599.38,8599.38,25.0,Medium,36933.567142857144,14553.977094467718,Normal,0.4166093444964714
2025-06-06,BNK005,Digital Banking Corp,101280.99,711,142.45,519,195.15,99.3,5,Friday,6,June,Q2,2025,23,False,25320.25,25320.25,20256.2,30384.3,18.0,Large,86681.50714285715,32843.13460604806,Normal,0.44452160344202835
2025-06-06,BNK006,Heritage Bank,44886.81,520,86.32,419,107.13,96.0,5,Friday,6,June,Q2,2025,23,False,15710.38,15710.38,8977.36,4488.68,10.0,Small,31993.588571428572,11511.327176279374,Normal,1.1200464751918118
2025-06-06,BNK007,Innovation Bank,84437.96,788,107.15,622,135.75,97.6,5,Friday,6,June,Q2,2025,23,False,29553.29,21109.49,16887.59,16887.59,22.0,Large,66887.24142857143,22519.603582006366,Normal,0.7793529094558291
2025-06-07,BNK001,Premier Bank,61819.72,418,147.89,346,178.67,99.6,6,Saturday,6,June,Q2,2025,23,True,21636.9,15454.93,12363.94,12363.94,15.0,Large,81430.32714285715,28450.595475820704,Normal,0.6892863511248334
2025-06-07,BNK002,Community First Bank,50512.66,391,129.19,269,187.78,92.8,6,Saturday,6,June,Q2,2025,23,True,17679.43,12628.16,10102.53,10102.53,20.0,Medium,53182.560000000005,18681.262347752756,Normal,0.1429186074420273
2025-06-07,BNK003,Metro Financial,52191.18,625,83.51,442,118.08,99.7,6,Saturday,6,June,Q2,2025,23,True,18266.91,13047.79,10438.24,10438.24,12.0,Large,63732.33142857143,23296.4047476847,Normal,0.49540482978252
2025-06-07,BNK004,Regional Trust Bank,42151.46,366,115.17,267,157.87,95.7,6,Saturday,6,June,Q2,2025,23,True,14753.01,10537.87,8430.29,8430.29,25.0,Medium,39791.91857142857,13052.35492695021,Normal,0.18077515067411326
2025-06-07,BNK005,Digital Banking Corp,53513.66,505,105.97,310,172.62,98.1,6,Saturday,6,June,Q2,2025,23,True,13378.42,13378.42,10702.73,16054.1,18.0,Large,87420.16857142856,31881.229728535913,Normal,1.0635257441490682
2025-06-07,BNK006,Heritage Bank,18963.26,173,109.61,146,129.89,98.8,6,Saturday,6,June,Q2,2025,23,True,6637.14,6637.14,3792.65,1896.33,10.0,Small,31349.192857142858,12174.863337544735,Normal,1.0173365001106198
2025-06-07,BNK007,Innovation Bank,49113.46,434,113.16,374,131.32,93.7,6,Saturday,6,June,Q2,2025,23,True,17189.71,12278.36,9822.69,9822.69,22.0,Large,65194.20285714285,23464.73162131819,Normal,0.6853154392157278
2025-06-08,BNK001,Premier Bank,22387.73,175,127.93,136,164.62,94.4,7,Sunday,6,June,Q2,2025,23,True,7835.7,5596.93,4477.55,4477.55,15.0,Large,80736.07142857143,30009.709673394827,Moderate Anomaly,1.9443154253604888
2025-06-08,BNK002,Community First Bank,21774.46,165,131.97,114,191.0,97.2,7,Sunday,6,June,Q2,2025,23,True,7621.06,5443.61,4354.89,4354.89,20.0,Medium,53114.552857142866,18813.03639784804,Moderate Anomaly,1.665871058471335
2025-06-08,BNK003,Metro Financial,21669.62,201,107.81,163,132.94,93.6,7,Sunday,6,June,Q2,2025,23,True,7584.37,5417.4,4333.92,4333.92,12.0,Large,63234.98142857143,24273.99604911148,Moderate Anomaly,1.7123411136953233
2025-06-08,BNK004,Regional Trust Bank,14869.1,140,106.21,86,172.9,92.9,7,Sunday,6,June,Q2,2025,23,True,5204.18,3717.27,2973.82,2973.82,25.0,Medium,39081.385714285716,14386.513168940408,Moderate Anomaly,1.6829849894801852
2025-06-08,BNK005,Digital Banking Corp,32924.64,283,116.34,192,171.48,98.7,7,Sunday,6,June,Q2,2025,23,True,8231.16,8231.16,6584.93,9877.39,18.0,Large,87687.04714285713,31333.89181327186,Moderate Anomaly,1.7477052473788728
2025-06-08,BNK006,Heritage Bank,10553.11,92,114.71,66,159.9,96.2,7,Sunday,6,June,Q2,2025,23,True,3693.59,3693.59,2110.62,1055.31,10.0,Small,31241.764285714282,12382.748766319846,Moderate Anomaly,1.670764276667381
2025-06-08,BNK007,Innovation Bank,16874.85,138,122.28,83,203.31,95.7,7,Sunday,6,June,Q2,2025,23,True,5906.2,4218.71,3374.97,3374.97,22.0,Large,64097.222857142864,25749.5903701455,Moderate Anomaly,1.8339077312815533
2025-06-09,BNK001,Premier Bank,90303.29,708,127.55,491,183.92,98.2,1,Monday,6,June,Q2,2025,24,False,31606.15,22575.82,18060.66,18060.66,15.0,Large,81492.21857142857,30201.425799197194,Normal,0.29174355830596693
2025-06-09,BNK002,Community First Bank,74886.11,558,134.2,422,177.46,99.8,1,Monday,6,June,Q2,2025,24,False,26210.14,18721.53,14977.22,14977.22,20.0,Medium,56962.39142857143,20278.40353718735,Normal,0.8838821329578208
2025-06-09,BNK003,Metro Financial,87540.21,990,88.42,672,130.27,92.1,1,Monday,6,June,Q2,2025,24,False,30639.07,21885.05,17508.04,17508.04,12.0,Large,65339.50571428571,25831.01901480197,Normal,0.859459097335363
2025-06-09,BNK004,Regional Trust Bank,61989.49,616,100.63,512,121.07,80.9,1,Monday,6,June,Q2,2025,24,False,21696.32,15497.37,12397.9,12397.9,25.0,Medium,40328.60857142857,16097.205207554345,Normal,1.3456299493781736
2025-06-09,BNK005,Digital Banking Corp,116618.08,786,148.37,671,173.8,90.3,1,Monday,6,June,Q2,2025,24,False,29154.52,29154.52,23323.62,34985.43,18.0,Large,89476.97714285714,32752.72106077181,Normal,0.8286671146126534
2025-06-09,BNK006,Heritage Bank,31134.8,230,135.37,191,163.01,95.7,1,Monday,6,June,Q2,2025,24,False,10897.18,10897.18,6226.96,3113.48,10.0,Small,30646.97428571429,12254.75480520503,Normal,0.03980705628467687
2025-06-09,BNK007,Innovation Bank,46641.68,551,84.65,368,126.74,94.0,1,Monday,6,June,Q2,2025,24,False,16324.59,11660.42,9328.34,9328.34,22.0,Large,57909.04571428571,23615.18673880138,Normal,0.47712371868618986
2025-06-10,BNK001,Premier Bank,78815.29,692,113.89,570,138.27,76.0,2,Tuesday,6,June,Q2,2025,24,False,27585.35,19703.82,15763.06,15763.06,15.0,Large,78629.45142857141,29215.008260717874,Normal,0.0063610651679486055
2025-06-10,BNK002,Community First Bank,74750.73,876,85.33,621,120.37,93.8,2,Tuesday,6,June,Q2,2025,24,False,26162.75,18687.68,14950.15,14950.15,20.0,Medium,57622.647142857146,20845.852204104984,Normal,0.8216542403466707
2025-06-10,BNK003,Metro Financial,81501.81,869,93.79,558,146.06,97.0,2,Tuesday,6,June,Q2,2025,24,False,28525.63,20375.45,16300.36,16300.36,12.0,Large,66760.40714285715,26494.961875906196,Normal,0.556385131867213
2025-06-10,BNK004,Regional Trust Bank,59309.13,656,90.41,553,107.25,97.1,2,Tuesday,6,June,Q2,2025,24,False,20758.2,14827.28,11861.83,11861.83,25.0,Medium,43747.74857142857,17361.8830894438,Normal,0.8962957156434778
2025-06-10,BNK005,Digital Banking Corp,124179.57,1158,107.24,928,133.81,94.1,2,Tuesday,6,June,Q2,2025,24,False,31044.89,31044.89,24835.91,37253.87,18.0,Large,90647.67428571428,33981.51901842673,Normal,0.9867685931315433
2025-06-10,BNK006,Heritage Bank,38298.66,381,100.52,282,135.81,99.1,2,Tuesday,6,June,Q2,2025,24,False,13404.53,13404.53,7659.73,3829.87,10.0,Small,30711.481428571427,12300.076583636168,Normal,0.6168399456571223
2025-06-10,BNK007,Innovation Bank,68249.59,526,129.75,325,210.0,93.2,2,Tuesday,6,June,Q2,2025,24,False,23887.35,17062.4,13649.92,13649.92,22.0,Large,55562.06,21204.66765992884,Normal,0.5983366588657291
2025-06-11,BNK001,Premier Bank,75297.42,512,147.07,388,194.07,83.5,3,Wednesday,6,June,Q2,2025,24,False,26354.1,18824.35,15059.48,15059.48,15.0,Large,75074.37857142856,27626.015636888602,Normal,0.008073601039797144
2025-06-11,BNK002,Community First Bank,65396.41,512,127.73,318,205.65,94.2,3,Wednesday,6,June,Q2,2025,24,False,22888.74,16349.1,13079.28,13079.28,20.0,Medium,57636.62,20851.886783938717,Normal,0.37213850623709616
2025-06-11,BNK003,Metro Financial,79246.59,670,118.28,488,162.39,92.4,3,Wednesday,6,June,Q2,2025,24,False,27736.31,19811.65,15849.32,15849.32,12.0,Large,67544.27,26815.77180065864,Normal,0.4363969117499935
2025-06-11,BNK004,Regional Trust Bank,72533.45,791,91.7,580,125.06,93.7,3,Wednesday,6,June,Q2,2025,24,False,25386.71,18133.36,14506.69,14506.69,25.0,Medium,50047.35571428571,18819.26159757768,Normal,1.1948446632257126
2025-06-11,BNK005,Digital Banking Corp,91350.86,620,147.34,408,223.9,99.6,3,Wednesday,6,June,Q2,2025,24,False,22837.72,22837.72,18270.17,27405.26,18.0,Large,89011.95571428571,33572.127824617106,Normal,0.06966803825878641
2025-06-11,BNK006,Heritage Bank,38118.79,254,150.07,206,185.04,99.8,3,Wednesday,6,June,Q2,2025,24,False,13341.58,13341.58,7623.76,3811.88,10.0,Small,31840.911428571428,12605.828916702838,Normal,0.4980139436217738
2025-06-11,BNK007,Innovation Bank,46685.71,422,110.63,328,142.33,92.6,3,Wednesday,6,June,Q2,2025,24,False,16340.0,11671.43,9337.14,9337.14,22.0,Large,53671.67,21340.97820923239,Normal,0.32734956811763105
2025-06-12,BNK001,Premier Bank,96239.33,778,123.7,695,138.47,93.5,4,Thursday,6,June,Q2,2025,24,False,33683.77,24059.83,19247.87,19247.87,15.0,Large,76475.84714285714,28532.023664775163,Normal,0.6926772208429894
2025-06-12,BNK002,Community First Bank,73249.48,550,133.18,356,205.76,87.2,4,Thursday,6,June,Q2,2025,24,False,25637.32,18312.37,14649.9,14649.9,20.0,Medium,62322.565714285716,20014.196674205035,Normal,0.5459581747688755
2025-06-12,BNK003,Metro Financial,81186.12,834,97.35,660,123.01,97.3,4,Thursday,6,June,Q2,2025,24,False,28415.14,20296.53,16237.22,16237.22,12.0,Large,71763.66714285714,26215.051587537575,Normal,0.35942911749302875
2025-06-12,BNK004,Regional Trust Bank,57134.11,426,134.12,319,179.1,92.1,4,Thursday,6,June,Q2,2025,24,False,19996.94,14283.53,11426.82,11426.82,25.0,Medium,50140.51857142857,18857.998800433405,Normal,0.3708554392532203
2025-06-12,BNK005,Digital Banking Corp,77560.18,961,80.71,679,114.23,99.4,4,Thursday,6,June,Q2,2025,24,False,19390.04,19390.04,15512.04,23268.05,18.0,Large,85346.85428571429,33160.9389655962,Normal,0.23481465026647202
2025-06-12,BNK006,Heritage Bank,38263.05,400,95.66,278,137.64,98.8,4,Thursday,6,June,Q2,2025,24,False,13392.07,13392.07,7652.61,3826.31,10.0,Small,31459.782857142858,12322.335991658574,Normal,0.5521085569702463
2025-06-12,BNK007,Innovation Bank,51892.78,396,131.04,248,209.25,95.4,4,Thursday,6,June,Q2,2025,24,False,18162.47,12973.19,10378.56,10378.56,22.0,Large,51985.14714285714,20877.986505436504,Normal,0.0044241403658867124
2025-06-13,BNK001,Premier Bank,107680.06,852,126.39,541,199.04,94.3,5,Friday,6,June,Q2,2025,24,False,37688.02,26920.02,21536.01,21536.01,15.0,Large,76077.54857142856,27992.778832768883,Normal,1.1289522779202232
2025-06-13,BNK002,Community First Bank,73117.41,677,108.0,592,123.51,99.9,5,Friday,6,June,Q2,2025,24,False,25591.09,18279.35,14623.48,14623.48,20.0,Medium,61955.322857142855,19749.91657775264,Normal,0.5651713564922456
2025-06-13,BNK003,Metro Financial,81522.25,613,132.99,536,152.09,99.6,5,Friday,6,June,Q2,2025,24,False,28532.79,20380.56,16304.45,16304.45,12.0,Large,69265.39714285715,23918.416069693863,Normal,0.5124441694395078
2025-06-13,BNK004,Regional Trust Bank,38827.18,322,120.58,227,171.04,98.3,5,Friday,6,June,Q2,2025,24,False,13589.51,9706.8,7765.44,7765.44,25.0,Medium,49544.845714285715,19184.286668777357,Normal,0.5586689721296146
2025-06-13,BNK005,Digital Banking Corp,127492.11,1213,105.1,966,131.98,93.9,5,Friday,6,June,Q2,2025,24,False,31873.03,31873.03,25498.42,38247.63,18.0,Large,89091.30000000002,36565.16334069586,Normal,1.050202063702013
2025-06-13,BNK006,Heritage Bank,36376.06,389,93.51,340,106.99,92.8,5,Friday,6,June,Q2,2025,24,False,12731.62,12731.62,7275.21,3637.61,10.0,Small,30243.96142857143,11139.845574745708,Normal,0.5504653121341447
2025-06-13,BNK007,Innovation Bank,57388.64,693,82.81,423,135.67,93.4,5,Friday,6,June,Q2,2025,24,False,20086.02,14347.16,11477.73,11477.73,22.0,Large,48120.958571428564,15741.828158522296,Normal,0.5887296783603947
2025-06-14,BNK001,Premier Bank,54263.86,385,140.95,263,206.33,99.6,6,Saturday,6,June,Q2,2025,24,True,18992.35,13565.97,10852.77,10852.77,15.0,Large,74998.14,28769.108067950234,Normal,0.7207133412348884
2025-06-14,BNK002,Community First Bank,28023.99,232,120.79,175,160.14,98.1,6,Saturday,6,June,Q2,2025,24,True,9808.4,7006.0,5604.8,5604.8,20.0,Medium,58742.65571428572,23411.206127171805,Normal,1.3121351180037084
2025-06-14,BNK003,Metro Financial,60167.11,603,99.78,425,141.57,99.2,6,Saturday,6,June,Q2,2025,24,True,21058.49,15041.78,12033.42,12033.42,12.0,Large,70404.81571428572,23147.014850098083,Normal,0.44229054072786156
2025-06-14,BNK004,Regional Trust Bank,43829.51,386,113.55,289,151.66,93.6,6,Saturday,6,June,Q2,2025,24,True,15340.33,10957.38,8765.9,8765.9,25.0,Medium,49784.56714285714,19086.739617696818,Normal,0.3119997056666364
2025-06-14,BNK005,Digital Banking Corp,55065.36,453,121.56,297,185.41,94.7,6,Saturday,6,June,Q2,2025,24,True,13766.34,13766.34,11013.07,16519.61,18.0,Large,89312.97142857143,36317.39523091035,Normal,0.9430084732349612
2025-06-14,BNK006,Heritage Bank,20808.94,244,85.28,151,137.81,99.5,6,Saturday,6,June,Q2,2025,24,True,7283.13,7283.13,4161.79,2080.89,10.0,Small,30507.63,10846.31821866452,Normal,0.8941919095929104
2025-06-14,BNK007,Innovation Bank,47418.64,410,115.66,296,160.2,98.5,6,Saturday,6,June,Q2,2025,24,True,16596.52,11854.66,9483.73,9483.73,22.0,Large,47878.84142857143,15737.051661332418,Normal,0.029243179629523313
2025-06-15,BNK001,Premier Bank,25061.8,194,129.18,161,155.66,97.2,7,Sunday,6,June,Q2,2025,24,True,8771.63,6265.45,5012.36,5012.36,15.0,Large,75380.15000000001,27960.480339517282,Moderate Anomaly,1.799623947407075
2025-06-15,BNK002,Community First Bank,24128.8,266,90.71,229,105.37,96.3,7,Sunday,6,June,Q2,2025,24,True,8445.08,6032.2,4825.76,4825.76,20.0,Medium,59078.99,22800.537646259534,Moderate Anomaly,1.5328669236768475
2025-06-15,BNK003,Metro Financial,22629.5,273,82.89,174,130.05,98.1,7,Sunday,6,June,Q2,2025,24,True,7920.33,5657.38,4525.9,4525.9,12.0,Large,70541.94142857143,22810.581042151178,Moderate Anomaly,2.1004480920514506
2025-06-15,BNK004,Regional Trust Bank,9450.23,118,80.09,85,111.18,96.2,7,Sunday,6,June,Q2,2025,24,True,3307.58,2362.56,1890.05,1890.05,25.0,Medium,49010.44285714285,20774.165861650312,Moderate Anomaly,1.9042984984620779
2025-06-15,BNK005,Digital Banking Corp,25789.33,254,101.53,169,152.6,92.0,7,Sunday,6,June,Q2,2025,24,True,6447.33,6447.33,5157.87,7736.8,18.0,Large,88293.64142857143,38214.427994441,Moderate Anomaly,1.6356207513472094
2025-06-15,BNK006,Heritage Bank,9694.95,73,132.81,64,151.48,93.8,7,Sunday,6,June,Q2,2025,24,True,3393.23,3393.23,1938.99,969.49,10.0,Small,30385.035714285714,11111.070217302615,Moderate Anomaly,1.8621145676918018
2025-06-15,BNK007,Innovation Bank,27384.96,196,139.72,142,192.85,94.4,7,Sunday,6,June,Q2,2025,24,True,9584.74,6846.24,5476.99,5476.99,22.0,Large,49380.28571428572,12442.535358280476,Moderate Anomaly,1.7677527192758093
2025-06-16,BNK001,Premier Bank,101077.5,983,102.83,799,126.51,98.5,1,Monday,6,June,Q2,2025,25,False,35377.12,25269.37,20215.5,20215.5,15.0,Large,76919.32285714286,29188.47113408802,Normal,0.8276616144736608
2025-06-16,BNK002,Community First Bank,61286.44,428,143.19,360,170.24,99.9,1,Monday,6,June,Q2,2025,25,False,21450.26,15321.61,12257.29,12257.29,20.0,Medium,57136.18,21785.97912911876,Normal,0.19050142182743748
2025-06-16,BNK003,Metro Financial,69963.32,526,133.01,377,185.58,96.7,1,Monday,6,June,Q2,2025,25,False,24487.16,17490.83,13992.66,13992.66,12.0,Large,68030.95714285715,21560.743720292277,Normal,0.08962412810111826
2025-06-16,BNK004,Regional Trust Bank,45921.25,388,118.35,315,145.78,93.3,1,Monday,6,June,Q2,2025,25,False,16072.44,11480.31,9184.25,9184.25,25.0,Medium,46714.979999999996,19973.312207195388,Normal,0.03973952801448999
2025-06-16,BNK005,Digital Banking Corp,103073.23,765,134.74,592,174.11,99.6,1,Monday,6,June,Q2,2025,25,False,25768.31,25768.31,20614.65,30921.97,18.0,Large,86358.66285714286,36860.11499598799,Normal,0.4534594410428839
2025-06-16,BNK006,Heritage Bank,30281.53,232,130.52,192,157.72,92.8,1,Monday,6,June,Q2,2025,25,False,10598.53,10598.53,6056.31,3028.15,10.0,Small,30263.139999999996,11106.153288722455,Normal,0.0016558388419397067
2025-06-16,BNK007,Innovation Bank,84560.09,729,115.99,548,154.31,95.0,1,Monday,6,June,Q2,2025,25,False,29596.03,21140.02,16912.02,16912.02,22.0,Large,54797.201428571425,18044.47262638191,Moderate Anomaly,1.6494185885994672
2025-06-17,BNK001,Premier Bank,104606.22,931,112.36,815,128.35,97.6,2,Tuesday,6,June,Q2,2025,25,False,36612.18,26151.55,20921.24,20921.24,15.0,Large,80603.74142857142,31036.929840108445,Normal,0.7733522192781654
2025-06-17,BNK002,Community First Bank,80939.69,617,131.18,529,153.01,94.2,2,Tuesday,6,June,Q2,2025,25,False,28328.89,20234.92,16187.94,16187.94,20.0,Medium,58020.317142857144,22725.302150145082,Normal,1.008539851559093
2025-06-17,BNK003,Metro Financial,75790.48,727,104.25,509,148.9,99.8,2,Tuesday,6,June,Q2,2025,25,False,26526.67,18947.62,15158.1,15158.1,12.0,Large,67215.05285714286,21068.46157285156,Normal,0.4070267358252336
2025-06-17,BNK004,Regional Trust Bank,61290.33,437,140.25,354,173.14,97.8,2,Tuesday,6,June,Q2,2025,25,False,21451.61,15322.58,12258.07,12258.07,25.0,Medium,46998.008571428574,20194.333695168418,Normal,0.7077391928009453
2025-06-17,BNK005,Digital Banking Corp,110290.96,961,114.77,686,160.77,93.3,2,Tuesday,6,June,Q2,2025,25,False,27572.74,27572.74,22058.19,33087.29,18.0,Large,84374.57571428572,34801.307643049324,Normal,0.7446957037228004
2025-06-17,BNK006,Heritage Bank,36316.69,268,135.51,219,165.83,95.1,2,Tuesday,6,June,Q2,2025,25,False,12710.84,12710.84,7263.34,3631.67,10.0,Small,29980.00142857143,10890.321077400868,Normal,0.5818642560115329
2025-06-17,BNK007,Innovation Bank,71045.02,736,96.53,597,119.0,98.5,2,Tuesday,6,June,Q2,2025,25,False,24865.76,17761.26,14209.0,14209.0,22.0,Large,55196.54857142857,18418.860158613134,Normal,0.8604480023244154
2025-06-18,BNK001,Premier Bank,96139.73,813,118.25,723,132.97,92.4,3,Wednesday,6,June,Q2,2025,25,False,33648.91,24034.93,19227.95,19227.95,15.0,Large,83581.21428571429,31440.150987980243,Normal,0.3994419657554094
2025-06-18,BNK002,Community First Bank,92059.51,655,140.55,428,215.09,98.4,3,Wednesday,6,June,Q2,2025,25,False,32220.83,23014.88,18411.9,18411.9,20.0,Medium,61829.33142857143,26144.903654503025,Normal,1.156255114607084
2025-06-18,BNK003,Metro Financial,81388.18,685,118.81,492,165.42,93.1,3,Wednesday,6,June,Q2,2025,25,False,28485.86,20347.05,16277.64,16277.64,12.0,Large,67520.99428571429,21286.712929916186,Normal,0.6514479600463285
2025-06-18,BNK004,Regional Trust Bank,38918.59,276,141.01,221,176.1,98.4,3,Wednesday,6,June,Q2,2025,25,False,13621.51,9729.65,7783.72,7783.72,25.0,Medium,42195.88571428571,16825.88397036728,Normal,0.19477703044056915
2025-06-18,BNK005,Digital Banking Corp,80964.47,830,97.55,653,123.99,96.6,3,Wednesday,6,June,Q2,2025,25,False,20241.12,20241.12,16192.89,24289.34,18.0,Large,82890.80571428571,34675.48448749293,Normal,0.055553245838007574
2025-06-18,BNK006,Heritage Bank,36251.09,362,100.14,250,145.0,94.8,3,Wednesday,6,June,Q2,2025,25,False,12687.88,12687.88,7250.22,3625.11,10.0,Small,29713.187142857143,10678.505688470232,Normal,0.6122488527774014
2025-06-18,BNK007,Innovation Bank,61866.13,500,123.73,350,176.76,97.9,3,Wednesday,6,June,Q2,2025,25,False,21653.15,15466.53,12373.23,12373.23,22.0,Large,57365.17999999999,18141.3646334732,Normal,0.2481042683908773
2025-06-19,BNK001,Premier Bank,80749.72,598,135.03,410,196.95,95.5,4,Thursday,6,June,Q2,2025,25,False,28262.4,20187.43,16149.94,16149.94,15.0,Large,81368.41285714286,30941.914938046262,Normal,0.019995299527570985
2025-06-19,BNK002,Community First Bank,65454.0,511,128.09,357,183.34,92.5,4,Thursday,6,June,Q2,2025,25,False,22908.9,16363.5,13090.8,13090.8,20.0,Medium,60715.69142857143,25740.28293399108,Normal,0.18408144866082427
2025-06-19,BNK003,Metro Financial,86259.07,690,125.01,552,156.27,97.1,4,Thursday,6,June,Q2,2025,25,False,30190.68,21564.77,17251.81,17251.81,12.0,Large,68245.70142857142,21906.80374431149,Normal,0.8222727871064298
2025-06-19,BNK004,Regional Trust Bank,51927.96,552,94.07,400,129.82,98.0,4,Thursday,6,June,Q2,2025,25,False,18174.79,12981.99,10385.59,10385.59,25.0,Medium,41452.15,16157.31492600696,Normal,0.6483632984796279
2025-06-19,BNK005,Digital Banking Corp,93756.2,943,99.42,688,136.27,99.8,4,Thursday,6,June,Q2,2025,25,False,23439.05,23439.05,18751.24,28126.86,18.0,Large,85204.52285714286,34800.631124574815,Normal,0.24573339236995287
2025-06-19,BNK006,Heritage Bank,34099.07,402,84.82,303,112.54,93.4,4,Thursday,6,June,Q2,2025,25,False,11934.67,11934.67,6819.81,3409.91,10.0,Small,29118.332857142854,10229.383776195471,Normal,0.4869049056940935
2025-06-19,BNK007,Innovation Bank,95975.39,742,129.35,539,178.06,94.8,4,Thursday,6,June,Q2,2025,25,False,33591.39,23993.85,19195.08,19195.08,22.0,Large,63662.69571428571,22941.39232141389,Normal,1.408488806302879
2025-06-20,BNK001,Premier Bank,98063.55,909,107.88,617,158.94,93.6,5,Friday,6,June,Q2,2025,25,False,34322.24,24515.89,19612.71,19612.71,15.0,Large,79994.62571428572,29770.305090954786,Normal,0.6069445452611174
2025-06-20,BNK002,Community First Bank,52691.26,526,100.17,419,125.75,99.7,5,Friday,6,June,Q2,2025,25,False,18441.94,13172.82,10538.25,10538.25,20.0,Medium,57797.670000000006,25253.243771692607,Normal,0.20220808250083053
2025-06-20,BNK003,Metro Financial,95706.52,782,122.39,487,196.52,92.6,5,Friday,6,June,Q2,2025,25,False,33497.28,23926.63,19141.3,19141.3,12.0,Large,70272.02571428572,23904.449326495567,Normal,1.0640067017784354
2025-06-20,BNK004,Regional Trust Bank,63449.17,733,86.56,571,111.12,97.0,5,Friday,6,June,Q2,2025,25,False,22207.21,15862.29,12689.83,12689.83,25.0,Medium,44969.57714285714,18058.817417683367,Normal,1.0233002765201815
2025-06-20,BNK005,Digital Banking Corp,122770.85,979,125.4,665,184.62,92.1,5,Friday,6,June,Q2,2025,25,False,30692.71,30692.71,24554.17,36831.26,18.0,Large,84530.05714285714,33877.987299163135,Normal,1.1287799514018797
2025-06-20,BNK006,Heritage Bank,48340.42,393,123.0,272,177.72,94.2,5,Friday,6,June,Q2,2025,25,False,16919.15,16919.15,9668.08,4834.04,10.0,Small,30827.527142857143,12411.059380967083,Normal,1.4110715547779638
2025-06-20,BNK007,Innovation Bank,105667.95,867,121.88,745,141.84,99.6,5,Friday,6,June,Q2,2025,25,False,36983.78,26416.99,21133.59,21133.59,22.0,Large,70559.74,27537.665003948085,Normal,1.2749160103068475
2025-06-21,BNK001,Premier Bank,52259.23,431,121.25,349,149.74,97.4,6,Saturday,6,June,Q2,2025,25,True,18290.73,13064.81,10451.85,10451.85,15.0,Large,79708.25,30067.236279954297,Normal,0.9129212856287742
2025-06-21,BNK002,Community First Bank,42742.03,393,108.76,237,180.35,96.7,6,Saturday,6,June,Q2,2025,25,True,14959.71,10685.51,8548.41,8548.41,20.0,Medium,59900.24714285714,22860.4913425278,Normal,0.7505620454857584
2025-06-21,BNK003,Metro Financial,46692.25,317,147.29,228,204.79,98.7,6,Saturday,6,June,Q2,2025,25,True,16342.29,11673.06,9338.45,9338.45,12.0,Large,68347.04571428572,25352.49445570187,Normal,0.8541485238118443
2025-06-21,BNK004,Regional Trust Bank,19249.2,206,93.44,165,116.66,99.8,6,Saturday,6,June,Q2,2025,25,True,6737.22,4812.3,3849.84,3849.84,25.0,Medium,41458.10428571428,20537.162555745843,Normal,1.081400813059286
